Compname,Surface Metal Bandcenter,Surface Oxygen Bandcenter,Surface Metal Bader Charge,Bulk Metal Bandcenter,Bulk Oxygen Bandcenter,"Intermediate (*O, *OH or *OOH)",Bulk Metal Charge,Bulk Oxygen Charge,Surface Oxygen Bader Charge,Adsorbate Oxygen Bandcenter,Adsorbed Oxygen Bader Charge
Mn_2_Mn_2_Cr_2_O_8,-3.705235354,-3.297562805,1.6842333333333332,-3.828681566,-3.862610906,O,3.19349,-2.395117375,-1.041194,-2.368912365,-0.651023
Mn_2_Mn_2_Cr_2_O_8,-3.563422446,-3.074021627,1.644448,-3.828681566,-3.862610906,OH,3.19349,-2.395117375,-1.10436675,-2.706523074,-1.093529333
Mn_2_Mn_2_Cr_2_O_8,-3.819334615,-3.540618306,1.5970463333333333,-3.828681566,-3.862610906,OOH,3.19349,-2.395117375,-1.19826975,-3.78665324,-0.435037
Cd_2_Mn_4_O_8,-4.668547079,-2.665097866,1.504178333333333,-5.097595688,-3.537926948,O,0.9283141666666667,-0.6962355,-1.038805,-3.440135529,-0.378091
Cd_2_Mn_4_O_8,-4.5830323,-2.765826802,1.5518249999999998,-5.097595688,-3.537926948,OH,0.9283141666666667,-0.6962355,-1.01642175,-2.366640651,-1.061261333
Cd_2_Mn_4_O_8,-4.677610421,-3.138430456,1.4937183333333335,-5.097595688,-3.537926948,OOH,0.9283141666666667,-0.6962355,-1.168687,-3.876375563,-0.362240667
Ba_2_Lu_4_O_8,-1.555628221,-1.320769566,1.8826303333333334,-1.785235574,-1.514595715,O,1.8450108333333333,-1.38375825,-1.3088725,-2.45397794,-0.42266
Ba_2_Lu_4_O_8,-1.957452716,-1.232421983,1.899413,-1.785235574,-1.514595715,OH,1.8450108333333333,-1.38375825,-1.22804325,-1.972920334,-1.270811333
Ba_2_Lu_4_O_8,-2.138252164,-1.955059619,1.8882839999999996,-1.785235574,-1.514595715,OOH,1.8450108333333333,-1.38375825,-1.37261825,-3.291856033,-0.458533333
Fe_2_Fe_3_Zr_1_O_8,-3.313539817,-3.042055001,1.9365033333333335,-4.337856551,-3.426639824,O,1.6598505,-1.244888,-1.15546975,-2.058962248,-0.972043
Fe_2_Fe_3_Zr_1_O_8,-3.398324397,-3.305322184,1.970931,-4.337856551,-3.426639824,OH,1.6598505,-1.244888,-1.20422875,-3.34548379,-1.183634
Fe_2_Fe_3_Zr_1_O_8,-3.522084333,-3.24773582,1.8657086666666662,-4.337856551,-3.426639824,OOH,1.6598505,-1.244888,-1.22505775,-3.90844953,-0.537881333
Mg_2_Cr_4_O_8,-2.128658945,-2.529477744,1.8167767500000003,-2.254603126,-2.946587008,O,1.6582014999999999,-1.24365125,-0.89229275,-2.195073814,-0.49758425
Mg_2_Cr_4_O_8,-2.284771048,-2.732824485,1.80078325,-2.254603126,-2.946587008,OH,1.6582014999999999,-1.24365125,-0.955403,-3.660901498,-1.034473
Mg_2_Cr_4_O_8,-2.604147435,-2.806086646,1.7287977499999998,-2.254603126,-2.946587008,OOH,1.6582014999999999,-1.24365125,-1.04073875,-4.160545685,-0.3394735
Zn_2_Rh_4_O_8,-4.005345046,-3.856449018,1.2607703333333335,-4.112847764,-4.537140514,O,1.238958166666667,-0.9292185,-0.9190915,-3.93686608,-0.269255
Zn_2_Rh_4_O_8,-4.037130638,-3.784181479,1.3601759999999998,-4.112847764,-4.537140514,OH,1.238958166666667,-0.9292185,-0.90193325,-2.966642327,-1.021798333
Zn_2_Rh_4_O_8,-4.068550103,-3.791622431,1.3256246666666665,-4.112847764,-4.537140514,OOH,1.238958166666667,-0.9292185,-0.91788575,-3.87892716,-0.441150667
V_4_Ti_2_O_8,-2.537926057,-4.028247946,1.7365993333333332,-2.980836146,-4.661170744,O,1.6209680000000002,-1.21572625,-1.1849055,-2.443716029,-0.638954
V_4_Ti_2_O_8,-1.330572572,-4.191144956,1.6989873333333332,-2.980836146,-4.661170744,OH,1.6209680000000002,-1.21572625,-1.16857575,-3.585511903,-1.128120667
V_4_Ti_2_O_8,-1.972610525,-3.637765031,1.7414493333333334,-2.980836146,-4.661170744,OOH,1.6209680000000002,-1.21572625,-1.198552,-3.77283239,-0.527545
Y_4_Fe_2_O_8,-2.5998708,-2.64248417,1.7997243333333335,-3.299606429,-2.934949367,O,1.8414575,-1.381093,-1.37224825,-1.1537499,-1.327193
Y_4_Fe_2_O_8,-4.072099928,-3.743419582,1.8369943333333334,-3.299606429,-2.934949367,OH,1.8414575,-1.381093,-1.38558075,-4.364892994,-1.328484
Y_4_Fe_2_O_8,-3.817529497,-3.743806778,1.8305643333333335,-3.299606429,-2.934949367,OOH,1.8414575,-1.381093,-1.3822865,-3.541580905,-0.611515
Cu_2_Rh_4_O_8,-2.926093441,-3.693572823,1.3015963333333334,-2.43692571,-4.367906322,O,1.1514098333333334,-0.86355725,-0.803646,-2.050128395,-0.386451333
Cu_2_Rh_4_O_8,-2.895314634,-3.752102179,1.2749769999999998,-2.43692571,-4.367906322,OH,1.1514098333333334,-0.86355725,-0.82889075,-2.925537826,-0.979007
Cu_2_Rh_4_O_8,-2.689384268,-3.788233426,1.2188729999999997,-2.43692571,-4.367906322,OOH,1.1514098333333334,-0.86355725,-0.83639975,-4.663637083,-0.440069333
Li_3_Ir_3_O_8,-3.052574457,-3.803198874,1.3302565999999998,-3.281239381,-3.939755435,O,1.2443156666666668,-0.933236625,-0.9184985,-0.035897635,-0.559827
Li_3_Ir_3_O_8,-3.04177517,-3.777546546,1.3325488,-3.281239381,-3.939755435,OH,1.2443156666666668,-0.933236625,-0.91484425,-1.202485652,-1.195018
Li_3_Ir_3_O_8,-3.031642614,-3.820978007,1.322294,-3.281239381,-3.939755435,OOH,1.2443156666666668,-0.933236625,-0.94129475,-3.727770966,-0.437591
Ni_2_Ni_2_Cr_2_O_8,-3.822034789,-2.672347617,1.444648,-3.922551323,-3.28672784,O,1.4148435,-1.06113225,-1.0405885,-2.223245117,-0.4024015
Ni_2_Ni_2_Cr_2_O_8,-4.046571811,-2.8939046,1.4389476666666667,-3.922551323,-3.28672784,OH,1.4148435,-1.06113225,-1.05677025,-4.128236312,-0.9626835
Ni_2_Ni_2_Cr_2_O_8,-3.973675199,-2.711896644,1.4211013333333335,-3.922551323,-3.28672784,OOH,1.4148435,-1.06113225,-1.06063025,-4.045388111,-0.4672485
Mg_3_Cr_3_O_8,-2.588993498,-2.590803221,1.7048630000000002,-2.447777852,-2.796017993,O,1.6780661666666665,-1.2585495,-1.26466575,-2.157167918,-0.4476895
Mg_3_Cr_3_O_8,-2.71668201,-2.650195499,1.7201036666666667,-2.447777852,-2.796017993,OH,1.6780661666666665,-1.2585495,-1.27396425,-4.200272225,-1.0033885
Mg_3_Cr_3_O_8,-2.391252815,-2.953581031,1.6615566666666666,-2.447777852,-2.796017993,OOH,1.6780661666666665,-1.2585495,-1.33496925,-3.709186708,-0.3250745
Na_3_Rh_3_O_8,-2.998360602,-2.443162785,1.1647392,-2.954577377,-3.13998709,O,1.1440241666666666,-0.858018,-0.70809825,-0.014060575,-0.43083
Na_3_Rh_3_O_8,-3.031141593,-2.470542994,1.1607908,-2.954577377,-3.13998709,OH,1.1440241666666666,-0.858018,-0.70682825,-1.015770458,-1.014662
Na_3_Rh_3_O_8,-2.994583138,-2.481651791,1.1565480000000004,-2.954577377,-3.13998709,OOH,1.1440241666666666,-0.858018,-0.742056,-3.185496876,-0.356085
Mg_3_Pd_3_O_8,-3.072576454,-3.171006347,1.5115376666666667,-3.927453204,-4.385382379,O,1.4257396666666668,-1.069304875,-1.16778575,-3.737117439,-0.279855
Mg_3_Pd_3_O_8,-2.85090888,-2.637926508,1.5316926666666664,-3.927453204,-4.385382379,OH,1.4257396666666668,-1.069304875,-1.11087875,-2.645461796,-1.1811215
Mg_3_Pd_3_O_8,-2.914804527,-3.030949335,1.5170963333333336,-3.927453204,-4.385382379,OOH,1.4257396666666668,-1.069304875,-1.14888825,-4.605877847,-0.508855
Fe_2_Fe_3_Lu_1_O_8,-3.074157303,-3.154547433,1.745262333333333,-5.161871274,-3.708786173,O,1.6284828333333332,-1.22136225,-1.1557505,-1.507482107,-0.551502333
Fe_2_Fe_3_Lu_1_O_8,-3.520095233,-2.938472135,1.8229236666666668,-5.161871274,-3.708786173,OH,1.6284828333333332,-1.22136225,-1.19272475,-2.60510328,-1.196594333
Fe_2_Fe_3_Lu_1_O_8,-3.491547434,-3.392884105,1.8072956666666666,-5.161871274,-3.708786173,OOH,1.6284828333333332,-1.22136225,-1.200005,-3.594791576,-0.530543667
Na_2_Mn_4_O_8,-3.337717864,-2.495424494,1.4493466666666668,-4.495277889,-3.537020056,O,0.086043333,-0.06453225,-0.9749855,-1.82839575,-0.397951333
Na_2_Mn_4_O_8,-3.213433697,-2.346050836,1.4669429999999999,-4.495277889,-3.537020056,OH,0.086043333,-0.06453225,-0.9501925,-2.38350435,-1.076904667
Na_2_Mn_4_O_8,-3.765197498,-3.195285065,1.4069803333333333,-4.495277889,-3.537020056,OOH,0.086043333,-0.06453225,-1.1245755,-4.445223661,-0.356352667
Mg_1_Fe_5_O_8,-3.573094396,-2.559094989,1.6691745,-6.413250303,-4.382043474,O,1.6399560000000004,-1.229966625,-0.957999,-1.553027036,-0.402555
Mg_1_Fe_5_O_8,-3.983628299,-2.615266126,1.7319717499999998,-6.413250303,-4.382043474,OH,1.6399560000000004,-1.229966625,-1.0716425,-3.133101881,-0.8730365
Mg_1_Fe_5_O_8,-3.954021493,-3.108759483,1.7114662500000002,-6.413250303,-4.382043474,OOH,1.6399560000000004,-1.229966625,-1.195079,-3.682448747,-0.2985515
Mn_2_Mo_1_Mn_3_O_8,-3.404776444,-3.640462362,1.6591576000000003,-4.247902382,-4.256693798,O,0.14323483333333323,-0.107426,-1.1900195,-4.26778425,-0.39772
Mn_2_Mo_1_Mn_3_O_8,-3.174187847,-3.582154611,1.6893472000000003,-4.247902382,-4.256693798,OH,0.14323483333333323,-0.107426,-1.14936625,-2.32356234,-1.2164915
Mn_2_Mo_1_Mn_3_O_8,-3.483343563,-3.643091775,1.7046607999999999,-4.247902382,-4.256693798,OOH,0.14323483333333323,-0.107426,-1.1621895,-3.993432342,-0.5695035
Ni_2_Ni_1_Co_3_O_8,-3.706727122,-2.697173334,1.2977826666666668,-3.43498157,-3.586907622,O,1.2723884999999997,-0.954291375,-0.965348,-1.76061331,-0.348807
Ni_2_Ni_1_Co_3_O_8,-3.6287234,-2.727854438,1.301964,-3.43498157,-3.586907622,OH,1.2723884999999997,-0.954291375,-0.96591325,-2.372836278,-1.0017865
Ni_2_Ni_1_Co_3_O_8,-3.815919838,-3.610289677,1.2446443333333332,-3.43498157,-3.586907622,OOH,1.2723884999999997,-0.954291375,-1.04237675,-3.539817057,-0.27185
Zn_2_Zn_1_Mn_3_O_8,-6.192778228,-3.147488493,1.3855303333333329,-5.985807601,-4.034716264,O,1.4681404999999998,-1.101105375,-1.1215155,-4.265640798,-0.1002835
Zn_2_Zn_1_Mn_3_O_8,-5.638532643,-2.793563132,1.4194860000000002,-5.985807601,-4.034716264,OH,1.4681404999999998,-1.101105375,-1.06162375,-2.177707676,-1.10763
Zn_2_Zn_1_Mn_3_O_8,-6.289585538,-3.450929665,1.4156993333333334,-5.985807601,-4.034716264,OOH,1.4681404999999998,-1.101105375,-1.09321575,-3.675937984,-0.4358785
Mn_2_Nb_1_Mn_3_O_8,-3.947936567,-3.474509635,1.8789586666666667,-3.998458381,-3.84111183,O,0.17614066666666664,-0.13210575,-1.02975025,-3.29119589,-0.889461
Mn_2_Nb_1_Mn_3_O_8,-3.54246334,-3.711895442,1.9158396666666666,-3.998458381,-3.84111183,OH,0.17614066666666664,-0.13210575,-1.16128875,-4.165407919,-1.215471
Mn_2_Nb_1_Mn_3_O_8,-3.490990809,-3.508628145,1.9004670000000001,-3.998458381,-3.84111183,OOH,0.17614066666666664,-0.13210575,-1.19061375,-3.758443361,-0.527526667
Fe_2_Fe_3_Al_1_O_8,-3.451363665,-3.237666234,1.9214116666666667,-5.91460307,-4.551369769,O,1.7223548333333332,-1.29176625,-1.24317275,-1.965713324,-0.7397915
Fe_2_Fe_3_Al_1_O_8,-3.527645645,-3.268667004,1.9541296666666668,-5.91460307,-4.551369769,OH,1.7223548333333332,-1.29176625,-1.30992975,-3.278741612,-1.2467835
Fe_2_Fe_3_Al_1_O_8,-3.623706631,-3.513374403,1.8496283333333334,-5.91460307,-4.551369769,OOH,1.7223548333333332,-1.29176625,-1.30058375,-3.730953555,-0.5582495
Ce_1_Mn_1_Mn_4_O_8,-3.010995908,-3.017574443,1.8481320000000003,-4.335351367,-3.945510036,O,0.7119423333333327,-0.533956625,-1.050597333,-1.873320675,-0.881131
Ce_1_Mn_1_Mn_4_O_8,-3.73413509,-3.147975113,1.8655273333333333,-4.335351367,-3.945510036,OH,0.7119423333333327,-0.533956625,-1.164269,-3.242106572,-1.205494333
Ce_1_Mn_1_Mn_4_O_8,-3.443426342,-2.862247526,1.804925333333333,-4.335351367,-3.945510036,OOH,0.7119423333333327,-0.533956625,-1.208910667,-3.634992498,-0.480028667
V_2_V_1_Fe_3_O_8,-2.71789904,-3.647190365,1.7352675000000002,-3.595723332,-4.104633274,O,1.5863381666666665,-1.189753375,-1.033943,-3.327974972,-0.5402974
V_2_V_1_Fe_3_O_8,-2.613408035,-3.336117789,1.7899261666666668,-3.595723332,-4.104633274,OH,1.5863381666666665,-1.189753375,-1.09243125,-4.163417403,-1.1171344
V_2_V_1_Fe_3_O_8,-2.710129172,-3.659503548,1.7194033333333334,-3.595723332,-4.104633274,OOH,1.5863381666666665,-1.189753375,-1.06749125,-4.158147699,-0.5128434
Fe_4_Mo_2_O_8,-3.802920968,-4.422002047,1.3777903333333335,-4.775024393,-5.321687487,O,1.5847556666666665,-1.188567,-1.170127,-1.678703824,-0.81977
Fe_4_Mo_2_O_8,-4.084270646,-4.427260171,1.3170423333333334,-4.775024393,-5.321687487,OH,1.5847556666666665,-1.188567,-1.165015,-3.410047049,-1.221741
Fe_4_Mo_2_O_8,-4.065604909,-4.42669276,1.3212486666666667,-4.775024393,-5.321687487,OOH,1.5847556666666665,-1.188567,-1.16272625,-3.815792575,-0.57877
Na_3_Pd_3_O_8,-2.756159894,-2.712532526,1.0423913999999999,-3.790385068,-2.913573126,O,1.1079991666666669,-0.8309995,-0.55716275,-0.013541639,-0.479233
Na_3_Pd_3_O_8,-2.733995856,-2.879309139,1.0416938,-3.790385068,-2.913573126,OH,1.1079991666666669,-0.8309995,-0.551901,-0.963388291,-1.090525
Na_3_Pd_3_O_8,-3.182518363,-1.788933762,1.0961732,-3.790385068,-2.913573126,OOH,1.1079991666666669,-0.8309995,-0.71094125,-2.951013307,-0.30773
Ce_2_Fe_4_O_8,-2.791618375,-2.540472354,1.9234790000000002,-4.642471693,-3.680525528,O,1.7042190000000002,-1.2781645,-1.21012375,-1.809429328,-1.135704
Ce_2_Fe_4_O_8,-3.183678975,-3.053115136,1.9487899999999998,-4.642471693,-3.680525528,OH,1.7042190000000002,-1.2781645,-1.19916125,-3.174890431,-1.266684
Ce_2_Fe_4_O_8,-3.092548444,-2.620153271,1.9350403333333333,-4.642471693,-3.680525528,OOH,1.7042190000000002,-1.2781645,-1.19713675,-2.691247646,-0.565617
Cu_2_Cr_4_O_8,-2.393298132,-3.743637252,1.7452345,-2.721413535,-3.626822767,O,1.4131178333333336,-1.05983825,-0.9778145,-2.885969832,-0.5085025
Cu_2_Cr_4_O_8,-2.740205199,-3.491113782,1.73056575,-2.721413535,-3.626822767,OH,1.4131178333333336,-1.05983825,-1.007814,-3.359441517,-1.05748
Cu_2_Cr_4_O_8,-2.657541047,-3.318848852,1.67583675,-2.721413535,-3.626822767,OOH,1.4131178333333336,-1.05983825,-1.0548875,-4.637141803,-0.4974
Mn_2_Mn_1_Ga_3_O_8,-3.63565166,-3.279330184,1.589406666666667,-3.863779494,-3.972661963,O,1.6595399999999998,-1.24465475,-1.2567825,-4.426277044,-0.2124085
Mn_2_Mn_1_Ga_3_O_8,-3.524481742,-3.194796042,1.6728539999999998,-3.863779494,-3.972661963,OH,1.6595399999999998,-1.24465475,-1.17129325,-3.44270447,-1.1924525
Mn_2_Mn_1_Ga_3_O_8,-3.672260949,-3.357617358,1.669708,-3.863779494,-3.972661963,OOH,1.6595399999999998,-1.24465475,-1.18081475,-3.796649682,-0.528093
V_2_V_3_Al_1_O_8,-2.18357771,-3.641475489,2.0244986666666667,-3.079229658,-4.989260917,O,1.724137,-1.2931025,-1.24367325,-2.453768137,-0.919171333
V_2_V_3_Al_1_O_8,-1.888195579,-3.676450261,1.9692843333333332,-3.079229658,-4.989260917,OH,1.724137,-1.2931025,-1.28560225,-3.830679971,-1.209751333
V_2_V_3_Al_1_O_8,-1.790567167,-3.72563738,1.9572616666666667,-3.079229658,-4.989260917,OOH,1.724137,-1.2931025,-1.299339,-4.02863248,-0.541207
Ce_2_Ce_1_Rh_3_O_8,-2.398762784,-3.092985067,1.3375471999999995,-3.672763755,-4.7500487,O,1.4659751666666667,-1.099481,-1.096631667,-4.150429668,-0.5022525
Ce_2_Ce_1_Rh_3_O_8,-2.233909386,-3.514076739,1.344593,-3.672763755,-4.7500487,OH,1.4659751666666667,-1.099481,-1.075287,-3.630039051,-1.1327915
Ce_2_Ce_1_Rh_3_O_8,-2.326605839,-3.343167974,1.3407143999999998,-3.672763755,-4.7500487,OOH,1.4659751666666667,-1.099481,-1.102765333,-4.500427312,-0.57778
Mn_2_Mn_1_Co_3_O_8,-6.453840067,-6.318301414,0.015070000000000139,-3.836917476,-4.560387868,O,1.4011021666666668,-1.05082625,0.07570325,-6.034154195,0.22169250000000007
Mn_2_Mn_1_Co_3_O_8,-3.620454531,-3.546719532,1.582545,-3.836917476,-4.560387868,OH,1.4011021666666668,-1.05082625,-1.033963125,-2.731921448,-1.0103895
Mn_2_Mn_1_Co_3_O_8,-3.389546514,-3.516399019,1.4350614999999998,-3.836917476,-4.560387868,OOH,1.4011021666666668,-1.05082625,-1.074715,-4.64831521,-0.4337215
Mn_2_Mn_2_Re_2_O_8,-4.640177845,-4.530341933,1.4175863333333334,-4.166090126,-4.98208422,O,1.5890633333333335,-1.1917975,-1.157401,-3.883449102,-0.456903
Mn_2_Mn_2_Re_2_O_8,-4.36174705,-4.243833976,1.450372,-4.166090126,-4.98208422,OH,1.5890633333333335,-1.1917975,-1.1135915,-4.083241335,-1.300174
Mn_2_Mn_2_Re_2_O_8,-4.426756358,-4.461770855,1.443820333333333,-4.166090126,-4.98208422,OOH,1.5890633333333335,-1.1917975,-1.133323,-3.304203635,-0.569658
Mn_2_Mn_1_V_3_O_8,-3.323646587,-3.457793784,1.6852926666666666,-3.641670237,-4.449244795,O,1.5886288333333332,-1.19147175,-1.11430725,-2.115061327,-0.551655667
Mn_2_Mn_1_V_3_O_8,-3.648943324,-3.548903889,1.6779753333333334,-3.641670237,-4.449244795,OH,1.5886288333333332,-1.19147175,-1.1297675,-4.021647479,-1.075610333
Mn_2_Mn_1_V_3_O_8,-3.464477067,-3.395116234,1.6929486666666669,-3.641670237,-4.449244795,OOH,1.5886288333333332,-1.19147175,-1.1411675,-3.644856802,-0.468661333
Cu_1_Co_5_O_8,-2.497471199,-3.493646982,1.200738333333333,-2.68196,-3.594055544,O,1.2291626666666666,-0.921872125,-0.88867675,-3.898083651,-0.249982333
Cu_1_Co_5_O_8,-2.840474656,-3.173811442,1.3117486666666665,-2.68196,-3.594055544,OH,1.2291626666666666,-0.921872125,-0.8928235,-2.576641949,-0.990372667
Cu_1_Co_5_O_8,-2.709264572,-3.290437418,1.2485613333333332,-2.68196,-3.594055544,OOH,1.2291626666666666,-0.921872125,-0.94045025,-4.285986318,-0.427872667
Co_2_Co_3_Ni_1_O_8,-3.467292249,-2.766795281,1.364556333333333,-3.075973421,-3.680375988,O,1.287753333333333,-0.96581525,-0.93752775,-1.881323996,-0.352732333
Co_2_Co_3_Ni_1_O_8,-2.834776234,-3.00988585,1.305046666666667,-3.075973421,-3.680375988,OH,1.287753333333333,-0.96581525,-0.935346,-2.43391273,-0.923440667
Co_2_Co_3_Ni_1_O_8,-3.341743391,-3.062293777,1.2740213333333334,-3.075973421,-3.680375988,OOH,1.287753333333333,-0.96581525,-1.0105925,-4.493611826,-0.419151333
Mn_2_Re_1_Mn_3_O_8,-3.814787923,-3.840262238,1.7357362000000003,-4.143799634,-4.350155873,O,1.3096741666666667,-0.9822555,-1.06344125,-2.573601104,-0.9768435
Mn_2_Re_1_Mn_3_O_8,-3.657327187,-3.844891242,1.6688274,-4.143799634,-4.350155873,OH,1.3096741666666667,-0.9822555,-1.1015925,-3.85740665,-1.2933975
Mn_2_Re_1_Mn_3_O_8,-3.777417886,-3.966011381,1.6825122000000001,-4.143799634,-4.350155873,OOH,1.3096741666666667,-0.9822555,-1.089931,-3.899738877,-0.648048
V_5_Mg_1_O_8,-2.373465547,-3.462910596,1.741871,-3.431045977,-4.873079759,O,1.6464401666666666,-1.23483025,-1.183828,-2.31394352,-0.578047667
V_5_Mg_1_O_8,-1.290139268,-3.993283997,1.7672876666666666,-3.431045977,-4.873079759,OH,1.6464401666666666,-1.23483025,-1.186238,-4.526567432,-1.182905
V_5_Mg_1_O_8,-1.45269012,-4.012139801,1.774452,-3.431045977,-4.873079759,OOH,1.6464401666666666,-1.23483025,-1.17729225,-4.509447219,-0.551549333
Mn_2_Ni_1_Mn_3_O_8,-3.792765885,-2.566217862,1.5384896666666668,-4.410683966,-3.901635042,O,0.071153667,-0.053365125,-1.0455625,-1.915562445,-0.510268
Mn_2_Ni_1_Mn_3_O_8,-3.900770631,-2.659415371,1.5238993333333335,-4.410683966,-3.901635042,OH,0.071153667,-0.053365125,-1.06679,-2.513408173,-1.098308667
Mn_2_Ni_1_Mn_3_O_8,-4.226397307,-2.99420242,1.482110333333333,-4.410683966,-3.901635042,OOH,0.071153667,-0.053365125,-1.097725,-4.111210044,-0.487972333
Mn_2_Al_1_Mn_3_O_8,-4.031926522,-3.650779167,1.707775,-4.183347282,-4.008940397,O,1.691159,-1.2683695,-1.170108429,-2.444723034,-0.808639
Mn_2_Al_1_Mn_3_O_8,-3.731358245,-3.065600698,1.6991546666666668,-4.183347282,-4.008940397,OH,1.691159,-1.2683695,-1.230865429,-3.631004977,-1.3453495
Mn_2_Al_1_Mn_3_O_8,-3.927855302,-3.691722808,1.7089518333333331,-4.183347282,-4.008940397,OOH,1.691159,-1.2683695,-1.254326714,-3.2040889,-0.647188
V_4_Cr_2_O_8,-2.365827706,-3.785007521,1.701766,-3.560655293,-5.217558532,O,1.589949833333333,-1.19246225,-1.107851,-2.55671274,-0.761046333
V_4_Cr_2_O_8,-2.170350567,-4.069863263,1.631271,-3.560655293,-5.217558532,OH,1.589949833333333,-1.19246225,-1.15707625,-4.208358568,-1.090366667
V_4_Cr_2_O_8,-2.083777465,-3.638104498,1.6008323333333336,-3.560655293,-5.217558532,OOH,1.589949833333333,-1.19246225,-1.125125,-3.455994932,-0.586376667
Cu_1_Mn_1_Mn_4_O_8,-3.672845243,-3.141713053,1.4801637500000002,-4.193438254,-3.828486194,O,0.8122709999999999,-0.609203375,-1.016255333,-1.561048484,-0.434046
Cu_1_Mn_1_Mn_4_O_8,-3.746808941,-3.085251493,1.487286,-4.193438254,-3.828486194,OH,0.8122709999999999,-0.609203375,-1.046854333,-2.603291126,-1.059503
Cu_1_Mn_1_Mn_4_O_8,-3.752086744,-3.231229603,1.4218725,-4.193438254,-3.828486194,OOH,0.8122709999999999,-0.609203375,-1.122395667,-4.293803719,-0.404108
Li_1_Co_1_Co_4_O_8,-2.362702018,-2.479970188,1.28157575,-2.369116155,-3.389384152,O,1.2349465,-0.92620975,-0.707543,-2.819196254,-0.2697575
Li_1_Co_1_Co_4_O_8,-2.469707296,-2.64147456,1.2931385,-2.369116155,-3.389384152,OH,1.2349465,-0.92620975,-0.7874606,-4.518671008,-0.7879345
Li_1_Co_1_Co_4_O_8,-2.209721119,-3.350095285,1.2385670000000002,-2.369116155,-3.389384152,OOH,1.2349465,-0.92620975,-0.9121914,-4.000238749,-0.22551425
Na_3_Hf_3_O_8,-2.57947186,-2.898831256,1.66538,-2.433116513,-1.587146247,O,1.6692376666666664,-1.25192825,-0.68302725,-1.373305638,-0.5317445
Na_3_Hf_3_O_8,-2.709176572,-3.210121712,1.66032525,-2.433116513,-1.587146247,OH,1.6692376666666664,-1.25192825,-0.75725575,-5.031680931,-0.933428
Na_3_Hf_3_O_8,-3.18810381,-3.211866727,1.6690902500000002,-2.433116513,-1.587146247,OOH,1.6692376666666664,-1.25192825,-0.873691,-3.885685845,-0.3732765
Na_2_Na_1_Co_3_O_8,-2.66265475,-2.50291455,1.09864425,-2.921462481,-2.677027983,O,1.1377841666666666,-0.8533375,-0.857,-4.540807676,-0.112994
Na_2_Na_1_Co_3_O_8,-2.862794988,-2.777305242,1.1159487500000003,-2.921462481,-2.677027983,OH,1.1377841666666666,-0.8533375,-0.797871,-2.122002806,-1.0254565
Na_2_Na_1_Co_3_O_8,-2.87026816,-2.778398301,1.12172325,-2.921462481,-2.677027983,OOH,1.1377841666666666,-0.8533375,-0.847841167,-4.97358804,-0.448174
Ni_2_Ni_1_Al_3_O_8,-4.281918802,-2.397328175,1.655567333333333,-4.257186048,-3.154760157,O,1.8482525,-1.38618925,-1.246277,-1.198588752,-0.376632
Ni_2_Ni_1_Al_3_O_8,-4.314284448,-2.370980842,1.6554399999999998,-4.257186048,-3.154760157,OH,1.8482525,-1.38618925,-1.259929,-2.402560448,-0.9531
Ni_2_Ni_1_Al_3_O_8,-4.590316675,-2.829206902,1.6242446666666661,-4.257186048,-3.154760157,OOH,1.8482525,-1.38618925,-1.34042625,-3.803738583,-0.214846
Ba_1_Hf_5_O_8,-2.27154342,-4.635570469,1.9819005,-4.552063821,-6.489330938,O,1.8483026666666669,-1.38622725,-1.192573,-3.022782345,-1.1872975
Ba_1_Hf_5_O_8,-1.729576714,-4.879169026,1.8773005,-4.552063821,-6.489330938,OH,1.8483026666666669,-1.38622725,-1.185071,-5.252482745,-1.2541705
Ba_1_Hf_5_O_8,-1.53157664,-5.013956207,1.9572689999999997,-4.552063821,-6.489330938,OOH,1.8483026666666669,-1.38622725,-1.186438,-4.727909272,-0.6600745
Na_2_Rh_4_O_8,-2.504719429,-3.165960442,1.413707,-2.562700487,-3.84467272,O,1.1642146666666666,-0.87316075,-0.83302575,-2.439285106,-0.52746
Na_2_Rh_4_O_8,-2.322549274,-3.197839318,1.3681165000000002,-2.562700487,-3.84467272,OH,1.1642146666666666,-0.87316075,-0.846013,-3.346523836,-1.0121
Na_2_Rh_4_O_8,-2.320459169,-3.172035821,1.35591275,-2.562700487,-3.84467272,OOH,1.1642146666666666,-0.87316075,-0.8431295,-4.23252459,-0.449714
Fe_1_Co_5_O_8,-2.1934352,-3.355696701,1.3521227500000002,-4.344445876,-5.165782162,O,1.3027808333333335,-0.97708575,-0.9204335,-2.161813189,-0.622719
Fe_1_Co_5_O_8,-1.944664598,-3.327645462,1.327545,-4.344445876,-5.165782162,OH,1.3027808333333335,-0.97708575,-0.96985525,-3.294645585,-1.0706175
Fe_1_Co_5_O_8,-1.913613417,-3.415301641,1.3136515,-4.344445876,-5.165782162,OOH,1.3027808333333335,-0.97708575,-0.99904625,-4.379936445,-0.437322
Fe_4_Re_2_O_8,-3.606896308,-4.60370771,1.5706622000000001,-4.80600986,-5.602349741,O,1.5106834999999998,-1.13301325,-1.09114625,-3.704576353,-0.476592
Fe_4_Re_2_O_8,-3.536138432,-4.340976662,1.597222,-4.80600986,-5.602349741,OH,1.5106834999999998,-1.13301325,-1.05279825,-3.744614445,-1.2658015
